PCOD;PDIVISAO;PPRINCFORN;PREF;PMARCAMODE;PDESC;PUNIDADE;PVLUVEN3;PVLUVENDA;SALDO
2342;"0550";54;"XML";"XML";"PAQUIMETRO METALICO 150MM/6'  954";"PC";50.73;75.555;1.000
2344;"0409";0;"XML";"XML";"PISTOLA MOD-12 GRAV.CAN.PLAS.1,8MMARPREX";"PC";294.99;278.295;1.000
2345;"9999";0;"XML";"XML";"BOCAL P/TOCHA MIG TMV 403/405 VONDER";"PC";17.89;41.580;28.000
2348;"0409";2;"XML";"XML";"TUBO PU 12 X 9,0MM AZUL";"MT";5.50;6.000;6.000
2351;"9999";0;"XML";"XML";"CILINDRO STARGOLD PLUS PAT CONTAINE";"UNID";2650.00;3975.000;1.000
2352;"0112";22;"XML";"XML";"PORCA SEXT.MA 6MM";"UNID";0.00;0.000;120.000
2369;"9999";13;"XML";"XML";"CA50 12,50 MM RETO 12,0 M FX 2500 KG";"KG";3.74;5.610;0.578
2385;"0550";2;"XML";"XML";"CHAVE ALLEN 5/32";"UNID";5.39;10.000;1.000
2386;"0224";2;"XML";"XML";"ANTI RESPINGO PASTA 200GR";"KG";38.00;1291.000;2.800
2388;"0210";2;"XML";"XML";"DIFUSOR PLASMA -100 GAS A90/A140-PE";"UNID";58.11;135.000;4.000
2407;"0409";15;"XML";"XML";"ADESIVO INSTANTANEO 793 100G BICO ANTIENTUPIMENTO";"UNID";27.23;68.370;3.000
2438;"0316";106;"";"";"CAIXA PADRAO CAGEPA P/4 100X45X15";"UNID";121.74;400.000;1.000
2439;"0419";0;"XML";"XML";"PROTETOR AUDITIVO TIPO CONCHA PLASTCOR";"UNID";80.00;120.000;4.000
2442;"0112";15;"XML";"XML";"PORCA SEXT. 3/16";"UNID";0.09;0.460;53.000
2445;"0106";260;"XML";"XML";"PARAF.FENDA MAQ.CAB.RED.1/4X1/2";"UNID";0.32;0.317;100.000
2446;"0136";260;"XML";"XML";"ARRUELA RED 18X8X1,3";"UNID";0.25;0.248;120.000
2451;"0225";53;"";"";"BROCA ACO RAP 20.00MM";"UNID";152.00;0.000;1.000
2452;"0316";106;"";"";"CAIXA PADRAO CAGEPA P/6 140X45X15";"UNID";186.79;550.000;1.000
2453;"0316";49;"";"";"CAIXA PADRAO CAGEPA P/8 151,5X45X15";"UNID";165.46;600.000;0
2461;"9999";0;"XML";"XML";"BATERIA A23 12V BULK";"UNID";80.50;120.750;1.000
2470;"9999";0;"XML";"XML";"FILTRO AR";"UNID";35.00;52.500;1.000
2479;"0101";453;"XML";"XML";"CHAPA DE PS INCOLOR (180X100)";"M2";84.50;84.500;3.790
2480;"0225";15;"XML";"XML";"BROCA ACO RAP 05.5MM";"UNID";3.15;12.000;19.000
2485;"0106";15;"XML";"XML";"PARAF.ALLEN S/CAB.INOX 08X16 CISER";"UNID";1.36;1.363;12.000
2489;"0550";15;"XML";"XML";"FURADEIRA MAKITA 1/4-6,5MM M6501G 230W S/IMPACTO";"UNID";228.57;360.255;1.000
2503;"0154";453;"XML";"XML";"CHAPA ALUM XADREZ 200X100 (2.50)";"KG";40.49;70.950;99.500
2507;"0455";749;"XML";"XML";"OLEO HID.DULUB 68 BD";"LT";15.70;270.000;20.000
2510;"0155";5;"XML";"XML";"JANTE 3.25X8 FURO PASSANTE 3/4 5CM";"PC";22.00;30.525;10.000
2524;"0228";497;"XML";"XML";"LIXA D AGUA GR- 220";"FL";1.61;2.580;5.000
2530;"0124";5;"";"";"BARRA CHATA 1.1/2 X 3/8";"KG";8.29;20.000;46.139
2535;"0307";106;"";"";"BASE DE ESCORA 310";"UNID";45.83;138.000;0
2547;"9999";0;"XML";"XML";"FITA ADES QUALITAPE MR 48X45";"UD";10.87;16.305;1.000
2552;"9999";0;"XML";"XML";"TESOURA TRIS CLAS 601588";"UD";2.79;4.185;1.000
2570;"0124";13;"";"";"*ARRA CHATA 11/2 X 1/4";"KG";10.57;21.000;18.240
2593;"0550";5;"XML";"XML";"SERRA COPO 22MM 7/8";"UNID";54.91;82.365;1.000
2621;"0231";15;"XML";"XML";"JOGO MACHO AR M-05 X 0.80MM 3PCS RO";"JOGO";67.27;100.905;2.000
2685;"0220";15;"XML";"XML";"PORCA OLHAL SUSP.3/8  QUALITY";"UNID";9.83;14.745;6.000
2686;"0552";15;"XML";"XML";"ESMERILHADEIRA 7' MAKITA GA7020";"UNID";626.71;967.725;5.000
2687;"0106";15;"XML";"XML";"PARAF.SEXT.UNC ZINC 1/2X2.1/2 CISER";"UNID";2.23;6.200;130.000
2688;"0409";15;"XML";"XML";"*ORCA SEXT.UNC 1/2 ZINC CISER";"UNID";0.56;0.623;58.000
2692;"9999";0;"XML";"XML";"COLA SILICONE  50G INCOLOR ORBI QUIMICA";"UNID";5.31;5.314;15.000
2693;"9999";0;"XML";"XML";"FITA ISOLANTE 20MT IMPERIAL 3M";"UNID";10.80;15.345;4.000
2698;"0134";69;"XML";"XML";"CHAPA ALUM LISA EM ROLO";"KG";31.91;59.595;51.700
2700;"0410";15;"XML";"XML";"ESC.CARVAO COD.XSE 120 A/B SCHUNK 720";"UNID";31.13;34.185;12.000
2702;"0106";53;"XML";"XML";"PARAF.SEXT.UNC ZINC 5/16X1.1/2 CISE";"UNID";0.63;0.790;265.000
2706;"0225";15;"XML";"XML";"FRESA BOSCH DUPLA 3/8'X19,8XH1/4' P";"PC";40.77;61.155;2.000
2707;"0225";15;"XML";"XML";"BROCA ACO RAP 07.5MM";"UNID";0.56;6.855;5.000
2709;"0106";15;"XML";"XML";"PARAF.SEXT.UNC ZINC 5/16X3/4 CISER";"UNID";0.55;0.546;30.500
2710;"9999";0;"XML";"XML";"JOGO CHAVE ALLEN 42-88P 3/32-3/8' GEDORE";"JOGO";35.61;53.415;1.000
2713;"0409";15;"XML";"XML";"PORCA SEXT.MA 8MM ZINC CISER";"UNID";0.21;0.212;71.000
2715;"0106";15;"XML";"XML";"PARAF.SEXT.ROSCA SOBERBA 5/16X65";"UNID";1.12;1.300;121.000
2717;"0129";441;"XML";"XML";"JANTE 350X8 TUBO 200MM CH16";"PC";29.50;60.450;126.000
2725;"0316";106;"";"";"TAMPA EM CHAPA XADREZ 60 X 40";"UNID";123.11;203.510;2.000
2735;"0552";684;"XML";"XML";"FURADEIRA FRESADOR.CM4 220V-3PH AMB-100.45BE-AUTOP";"PC";9000.00;13500.000;1.000
2737;"0550";684;"XML";"XML";"MACHO 260/2 M18 D376 OX QC-2294180";"PC";170.00;255.000;1.000
2741;"9999";0;"XML";"XML";"MANDRIL PORTA PINCAS ER-40 PARA CM-4";"PC";250.00;375.000;1.000
2742;"0225";687;"XML";"XML";"MACHO AR M20X2,5-MA ROCAST";"JOGO";335.00;502.500;2.000
2743;"0225";684;"XML";"XML";"MACHO P/MAQUINA POT HP DIN 376 260/1 M20 OX";"PC";179.31;268.965;2.000
2755;"0141";13;"XML";"XML";"CA50 20,00 MM RETO 12,0 M FX 2500 KG";"KG";4.09;6.135;1.480
2757;"0106";15;"XML";"XML";"PARAF.MDF CAB.CH 5.0X45 CISER";"UNID";0.12;0.171;15.000
2761;"0149";689;"XML";"XML";"TINTA EM PO ALUM CROMADO HIBRIDO";"KG";22.42;45.000;10.000
2762;"0456";49;"XML";"XML";"MULTIMETRO DIGITAL ET-1002 MINIPA";"UNID";47.24;100.000;2.000
2769;"0410";2;"XML";"XML";"BUCHA RED MA/FE 3/4X1/2 1734D HALTBAR";"UNID";17.50;26.250;1.000
2773;"0136";36;"XML";"XML";"ARRUELA RED 25X6X2,0";"UNID";0.33;0.650;168.000
2803;"0550";15;"XML";"XML";"SOQUETE SEXT 10MM ENC 1/2 GEDORE";"UNID";12.85;19.275;2.000
2804;"0550";15;"XML";"XML";"CHAVE ALLEN 05MM GEDORE";"UNID";6.44;9.660;2.000
2806;"0555";2;"XML";"XML";"FURADEIRA DE IMPACTO GSB 13 RE 650W - BOSCH / UN";"UNID";375.00;562.500;1.000
2809;"0112";700;"XML";"XML";"PONTEIRA 25X25 - CR PRETO INT.";"PC";0.28;0.300;290.000
2810;"0112";700;"XML";"XML";"PONTEIRA 50X30 - CR PRETO INT.";"PC";0.30;0.450;250.000
2811;"0112";700;"XML";"XML";"PONTEIRA 1 1/4 - CA REDONDA PRETO I";"PC";0.41;0.615;1026.000
2812;"0112";700;"XML";"XML";"PONTEIRA 20X20 - CA PRETO INT.";"PC";0.14;0.210;201.000
2818;"0550";15;"XML";"XML";"SERRA COPO 25MM";"UNID";54.07;81.105;1.000
2819;"0550";15;"XML";"XML";"CHAVE BIELA 19MM IGUAL L";"UNID";25.82;38.730;1.000
2824;"0419";497;"XML";"XML";"MACACAO DE SEGURANCA";"PC";15.00;45.360;2.000
2845;"0157";15;"XML";"XML";"ROLAMENTO 6301-ZZ CTK";"UNID";13.14;18.675;3.000
2857;"0112";22;"XML";"XML";"PORCA SEXT.MA 10MM";"UNID";0.37;0.371;48.000
2861;"9999";0;"XML";"XML";"PLACA SINALIZAÇÃO GRANDE 20X15 EMPLAC";"UNID";9.54;12.090;30.000
2862;"0145";53;"XML";"XML";"TUBO INOX RED. 1/2. CH.1.2";"M";20.00;30.000;3.000
2863;"0157";0;"XML";"XML";"ROLAMENTO RIG ESFERA 608 ZZ - GBR";"UNID";5.50;25.000;4.000
2864;"0550";62;"XML";"XML";"MACHO A/R MAQUINA 6MX1.0 HELICOIDAL";"UNID";44.00;163.140;5.000
2865;"9999";0;"XML";"XML";"JOGO ESCARIADOR 5 PCS";"PC";65.65;100.800;1.000
2866;"0550";62;"XML";"XML";"MACHO A/R MAQUINA 8MX1.25 HELICOIDAL";"UNID";25.00;187.485;3.000
2867;"0157";104;"XML";"XML";"ROLAMENTO 698 RS";"UNID";8.24;15.500;12.000
2879;"0230";53;"XML";"XML";"FRESA CIRCULAR 3 X 3/16 X 1";"UNID";289.90;364.350;1.000
2881;"0102";15;"XML";"XML";"TINTA SPRAY CINZA  350ML";"UNID";22.50;29.685;14.000
2882;"0550";15;"XML";"XML";"CHAVE COMBINADA 10MM";"UNID";12.25;15.360;4.000
2883;"0102";15;"XML";"XML";"TINTA SPRAY PRETO BRILHANTE 400ML";"UNID";22.50;30.435;1.000
2888;"9999";0;"XML";"XML";"DUCHA HIG.BLUKIT BR.C/REG.FLEX BR";"PC";34.26;40.575;1.000
2899;"0430";25;"XML";"XML";"PAPEL CHAMEX A4 210X297 10X500OFIC";"CX1";253.00;385.860;3.000
2904;"0102";445;"XML";"XML";"THINNER AUTOMOTIVO";"LT";13.89;15.000;12.000
2907;"0112";209;"XML";"XML";"PUXADOR CROMADO P/ CAIXA DE HIDRANTER";"UNID";25.00;37.500;1.000
2914;"0451";106;"";"";"SERVICO ESTAMPARIA";"SV";1.00;0.000;202.000
2915;"0225";2;"XML";"XML";"JOGO DE MACHO M6X1,00 - 2PCS ROCAST";"JOGO";40.00;60.000;1.000
2916;"0550";2;"XML";"XML";"CHAVE ALLEN 04MM GEDORE";"UNID";5.17;7.500;4.000
2925;"9999";0;"XML";"XML";"CHAVE RETA TIPO TORX C/CABO T-27 GEDORE";"UNID";20.19;30.285;1.000
2926;"0409";2;"XML";"XML";"GRANTOOLS ESPIRAL ACO 3MT 1,0-1,2MM UB2524-30";"UNID";35.00;42.000;1.000
2929;"0550";244;"XML";"XML";"ALICATE ANEIS INT RETO 802R-J2";"UNID";25.00;52.500;2.000
2939;"0106";15;"XML";"XML";"PARAF.SEXT.UNC ZINC 1/2X3 CISER";"UNID";3.86;3.860;5.000
2943;"0307";106;"";"";"CAIXA DE CORREIOS  50 X 10 X 7";"UNID";70.00;150.000;2.000
2947;"0106";53;"XML";"XML";"PARAF.PHILLIPS A.BROCA FLA.4.2X13";"UNI";0.12;10.050;600.000
2952;"0316";49;"";"";"CAIXA PADRAO CAGEPA P/7 151,5X45X15";"UNID";164.18;600.000;2.000
2966;"0106";15;"XML";"XML";"PARAF.SEXT.UNC ZINC 3/8X2.1/2 CISER";"UNID";1.17;2.800;204.000
2968;"0419";33;"XML";"XML";"RESPIRADOR SEMI FACIAL 3M 6200MD CA 4115 - 5005113";"UNID";147.00;165.000;1.000
3001;"0106";15;"XML";"XML";"PARAF.SEXT.BC 8X 80 8.8 CISER";"UNID";1.84;1.843;8.000
3008;"0231";738;"XML";"XML";"GAS GLP";"KG";8.91;13.000;150.000
3011;"0456";1;"XML";"XML";"TOMADA MULTIPLA 5 ENT.2P+T PRETO MAR-GIRIUS";"UNID";23.83;37.620;4.000
3016;"0409";24;"XML";"XML";"LONA PRETA 6X100 FINA CANAL";"M2";470.00;506.130;1.000
3017;"0409";15;"XML";"XML";"SUPORTE DE FIXACAO H-02 7/16X5/8-18UNF HT";"UNID";47.32;70.980;1.000
141;"0126";108;"";"";"TUBO PATENTE 1' (33.70) CH 2.00MM";"KG";6.80;20.020;2877.406
3031;"0231";741;"XML";"XML";"FOSFATIZANTE";"KG";25.20;33.990;120.000
3032;"0101";712;"XML";"XML";"CHAPA DE NITALEN 06 X 1000 X 3000 MM";"KG";65.78;98.670;29.342
3033;"0419";33;"XML";"XML";"LUVA PVC FOR. P/ ASPERA 36CM CAMPRO CA 13669 -";"PR";15.78;22.500;10.000
3034;"0225";444;"XML";"XML";"MACHO A/R MAQUINA 5MX0.8 HELICOIDAL";"JOGO";153.00;229.500;4.000
3047;"0225";2;"XML";"XML";"BROCA ACO RAP. 3/8'";"UNID";9.08;34.500;10.000
3048;"0225";444;"XML";"XML";"JOGO DE MACHO M4X0,7 C/03 PCS";"JOGO";35.00;52.500;1.000
3061;"0316";53;"";"";"TAMPA DE ATER RED S/FORRA 21CM";"UNID";22.92;50.100;10.000
3076;"0316";53;"";"";"TAMPA DE ATER RED S/FORRA 17CM";"UNID";13.21;33.040;11.000
3115;"0409";5;"XML";"XML";"MASSA ACRIL. HIPERCOR 29KG";"BD";39.12;99.810;1.000
3125;"0409";15;"XML";"XML";"FITA P/EMBALAGEM TRANSP.48MMX50M";"UNID";6.93;10.395;1.000
3132;"0106";15;"XML";"XML";"PARAF.SEXT.MA 18X 80 8.8 CISER";"UNID";11.54;11.540;4.000
3134;"0419";260;"XML";"XML";"LUVA POLIESTER/PU PRETA TAM.09 VOND";"PR";97.98;146.970;13.000
3135;"0409";260;"XML";"XML";"MORSA ANGULAR 4' 90 GRAUS F.FUNDIDO VD";"PC";241.78;362.670;2.000
3136;"0409";260;"XML";"XML";"TORNO BANCADA NR5 FIXO NODULAR VONDER";"PC";158.03;237.045;1.000
3138;"0550";260;"XML";"XML";"GRAMPO SARGENTO ANGULAR 65X70MM VON";"PC";257.12;385.680;3.000
3161;"0149";764;"XML";"XML";"TINTA EM PO POLIESTER - VERDE RAL 6005 25 KG";"KG";23.12;30.000;25.000
3164;"0409";14;"XML";"XML";"MORSA P/FURAD BANCADA 4' - VONDER - REF: 369440000";"UNID";210.00;315.000;1.000
3168;"0409";15;"XML";"XML";"CLIPS P/ CABO DE ACO 3/16";"UNID";0.96;0.975;40.000
3169;"0106";15;"XML";"XML";"PARAF.MDF CAB.CH 4.5X30 CISER";"UNID";0.07;0.100;50.000
3171;"0409";15;"XML";"XML";"PURIFICADOR MASTERFRIO C/COMPRESSOR BRA/GRAFITH";"UNID";1072.99;1093.350;1.000
3172;"0121";679;"XML";"XML";"PERFIL EM U";"M";6.00;9.000;10.000
3177;"0409";54;"";"";"PINCEL / TRINCHA 1.1/2'=38,00MM";"UNID";7.01;10.515;1.000
3178;"0409";54;"";"";"PINCEL / TRINCHA 2'=50,00MM";"UNID";5.30;9.200;3.000
3181;"0151";765;"XML";"XML";"GAS ONU 1075 GLP 21";"KG";8.79;13.590;404.000
3183;"9999";0;"XML";"XML";"TE SOLDAVEL LR 20X1/2 PLASTUBOS";"UNID";0.71;1.695;3.000
3206;"0409";15;"XML";"XML";"BATERIA SONY 9V S-006P-VPX ZINCO CA (BLI/10) HAYAM";"PC";22.81;39.135;2.000
3208;"0106";15;"XML";"XML";"PARAF.ALLEN CAB.CILIND.INOX 5/16X1.1/2 CISER";"UNID";2.17;2.168;4.000
3223;"0106";15;"XML";"XML";"PARAF.SEXT.BC 10X120 8.8 CISER";"UNID";1.59;2.393;4.000
3240;"0550";54;"XML";"XML";"ALIC PRESSAO TIPO PLATAFORMA";"UN";38.67;58.005;1.000
3243;"0550";54;"XML";"XML";"ALIC PRESSAO TIPO U";"PC";53.74;79.515;3.000
3244;"0550";54;"XML";"XML";"ALIC PRESSAO TIPO C";"PC";59.47;62.505;3.000
3246;"0456";497;"XML";"XML";"PARAFUSADEIRA 1/4' 220V VONDER";"PC";290.00;435.000;1.000
3270;"0307";106;"";"";"CHAPINHA P/ESCORA DE PILAR 14X8";"UNID";0.14;4.500;420.000
3294;"0136";15;"XML";"XML";"ARRUELA LISA ZINC. 3/4^ CISER";"UNID";0.02;1.925;75.300
3306;"0409";106;"";"";"EXTENSAO";"1";10.48;50.000;4.000
3312;"0106";15;"XML";"XML";"PARAF.SEXT.UNC ZINC 1/2X4 CISER";"UNID";482.00;723.000;1.040
3315;"0112";441;"XML";"XML";"RODIZIO 3'' FIXO";"PC";36.50;54.750;2.000
3316;"0137";18;"XML";"XML";"TUBO GALV. QUAD. 30X30 CH16";"KG";9.67;14.505;57.190
3327;"9999";0;"XML";"XML";"FILTRO DE OLEO  WO120";"UNID";21.00;30.000;2.000
3328;"0410";781;"XML";"XML";"BOMBA HIDRAULICA";"PC";1000.00;1195.500;1.000
3329;"0149";53;"XML";"XML";"TINTA EM PO AZUL P B L AZ-0104111-13";"KG";14.00;29.070;3.340
3331;"0419";497;"XML";"XML";"BOTINA BI C/ELA S/B 40";"PR";59.00;112.500;2.000
3332;"0419";497;"XML";"XML";"BOTINA BI C/ELA S/B 42";"PR";55.00;79.500;1.000
3333;"9999";0;"XML";"XML";"MANOMETRO DN63 1/4 400KG-5800PSI HOZT.INOX GLICER.";"UNIDAD";180.00;270.000;2.000
3335;"0409";2;"XML";"XML";"JOGO DE CHAVE ALLEN 2-10MM 42-100M C/ 10PCS";"JOG";18.77;70.500;1.000
3358;"0112";15;"";"";"CORRENTE DE 3/16";"M";20.63;22.000;0
3363;"0316";106;"";"";"TAMPA EM CH XAD C/REF DE CANT 60X60";"UNID";54.06;455.060;0
3367;"0316";106;"";"";"TAMPA EM CH XAD C/REF DE CANT 51X51";"UNID";98.08;140.120;1.000
3388;"0101";585;"XML";"XML";"TUBO CIRC.304 DIAM. 38.1MM 1 1/2 ESP.1.2";"MT";52.00;78.000;6.000
3412;"9999";0;"XML";"XML";"MOLA PRATO MA";"PECA";4.50;6.750;200.000
3413;"0550";0;"XML";"XML";"MATRIZ MB14 DIAM. 3,4 MM #2,0 MM";"PECA";77.00;115.500;1.000
3414;"9999";0;"XML";"XML";"PONTA POSTICA 6,0 X 40,0 DIAM. 4,0 MM";"PECA";56.00;84.000;1.000
3415;"9999";0;"XML";"XML";"PONTA POSTICA 6,0 X 40,0 DIAM. 5,0 MM";"PECA";56.00;84.000;1.000
3416;"9999";0;"XML";"XML";"PONTA POSTICA 6,0 X 40,0 DIAM. 6,0 MM";"PECA";56.00;84.000;1.000
3417;"0550";0;"XML";"XML";"MATRIZ MB14 DIAM. 4,4 MM #2,0 MM";"PECA";77.00;115.500;1.000
3418;"0550";0;"XML";"XML";"MATRIZ MB14 DIAM. 5,64 MM #1/8' (3,1MM)";"PECA";77.00;115.500;1.000
3419;"0550";0;"XML";"XML";"MATRIZ MB14 DIAM. 6,64 MM #1/8' (3,1MM)";"PECA";77.00;115.500;1.000
3434;"0225";15;"XML";"XML";"BROCA AR PONTA TITANIO 3/16''";"UNID";3.11;13.935;20.000
3440;"0410";52;"XML";"XML";"MAKITA ROTOR - GA7020 - SA7021 - GA9020 - ESMERILH";"UNID";229.57;345.000;4.000
3442;"0419";33;"XML";"XML";"CINTO PQT 1 ARG AM ATHENAS AT 7010 ST";"UNID";87.00;130.500;2.000
3443;"0419";33;"XML";"XML";"TALABARTE AT YFE ABS 707 TUB ELAST ATHEN";"UNID";188.00;195.450;1.000
3444;"0419";33;"XML";"XML";"OCULOS FENIX INCOLOR - DANNY";"UNID";2.60;3.900;20.000
3465;"0307";106;"";"";"PORTA DE SHAFT 26 X 90";"UNID";33.97;90.000;0
3488;"0124";16;"XML";"XML";"BARRA CHATA 1.1/4 X 5/16";"KG";9.00;25.130;9.941
3490;"0410";15;"XML";"XML";"ESCOVA DE ACO CIRCULAR 7 X 5/8";"UNID";85.44;131.070;7.000
3498;"0419";33;"XML";"XML";"LUVA DANNY FLEXTACTIL PT TAM G";"PR";2.99;13.800;14.000
3530;"9999";0;"XML";"XML";"BOMBA D AGUA";"UN";1000.00;1500.000;1.000
3532;"0136";4;"XML";"XML";"ARRUELA DE ALUM REDONDA P/ HASTE";"UNID";0.36;0.358;15.000
3540;"0220";2;"XML";"XML";"SERRA FITA 27 X 0,90 X 6/10 3,88";"UNID";245.00;322.500;1.000
3541;"0419";0;"XML";"XML";"BOTA BID. NR 41";"PR";59.00;72.000;5.000
3545;"0419";54;"XML";"XML";"LUVA PVC LISA C/ FORRO 35CM VERDE VONDER";"PR";12.46;18.690;35.000
3548;"0112";59;"XML";"XML";"GUARN ESP PRETA 9 X 13";"M";10.00;15.000;119.000
3553;"9999";0;"XML";"XML";"CONJ. AUTO. MOV. P. DZ RIO 500 (KL) ANALOGICA (POP";"UND";490.00;507.300;1.000
3556;"9999";0;"XML";"XML";"LIQUIDIFICADOR MONDIAL NL26 1,5L 500W BRANCO 220V";"PC";79.90;103.500;3.000
3557;"9999";0;"XML";"XML";"TECLADO NUM ENT SENHA SISTEMA ACESSO ACCESS 1000";"UND";74.00;111.900;1.000
3560;"0106";15;"XML";"XML";"PARAF.FENDA MAQ.CAB.RED.3/16X1";"UNID";0.00;0.002;21.000
3563;"0225";15;"XML";"XML";"BROCA SDS PLUS 19 X 210MM HT";"UNID";40.79;61.185;1.000
3569;"0307";106;"";"";"BASE FIXA 20 CM P/TRAPEZIO";"PC";20.32;48.380;8.000
3572;"9999";0;"XML";"XML";"ESC.CARVAO COD.XSE 218 SCHUNK";"UN";19.98;31.605;14.000
3578;"0106";5;"XML";"XML";"PARAFUSO AUTO BROCANTE 12X3/4";"UNID";0.25;0.947;203.000
3579;"9999";0;"XML";"XML";"ESCOVA DE ACO TRANCADO CIRCULAR 6 X 1/2";"PC";33.82;63.960;102.000
3589;"0121";5;"XML";"XML";"PERFIL U 3'' CH 12 (75 X 40 X 2.65)";"KG";6.55;328.455;2217.000
3597;"0307";49;"";"";"BARRA ANCORAGEM 5/8 X 1.20 CM";"PC";38.13;83.340;5.000
3599;"0112";0;"XML";"XML";"REBITE BATER CABECA CHATA 3/16X1' P";"PC";0.35;0.390;1086.000
3602;"9999";0;"XML";"XML";"DHD 1116N 16CH";"UND";862.42;1293.630;2.000
3605;"9999";0;"XML";"XML";"SUPORTE DO IMA DZ RESIDENCIAL COMPLETO";"UND";6.00;9.000;2.000
3608;"0419";25;"XML";"XML";"LUVA RASPA C.CURTO 07C/REF.ENFORC5";"PR";27.45;29.604;230.000
3609;"9999";0;"XML";"XML";"COLA ADESIVO DE JUNTA DIESEL 3M";"UN";13.08;15.255;1.000
3615;"0106";15;"XML";"XML";"PARAF.MDF CAB.CH 5.0X50 CISER";"UNID";0.23;0.560;125.000
3620;"0155";31;"XML";"XML";"RODA PG 150X50 GR 36";"UN";73.72;123.000;1.000
3625;"0106";15;"XML";"XML";"PARAF.SEXT.UNC ZINC 3/4X5 CISER";"UNID";682.50;1024.470;0.020
3641;"9999";0;"XML";"XML";"ROLDANA U 2.1/2-60MM 1/2 C/CX AB TOLEMAT";"PC";16.42;24.630;2.000
3655;"0550";52;"XML";"XML";"CHAVE PHILIPS 1/4''X6''";"PC";3.84;5.760;2.000
3661;"0150";16;"XML";"XML";"TELHA ALUZINC.TRAP 0.43 X 1.07X4,00";"KG";12.11;59.985;20.000
3663;"0112";25;"XML";"XML";"CHAVE P/ MANDRIL 1/2A5/8 (S3)";"UNID";4.36;6.540;1.000
3671;"0112";15;"XML";"XML";"ELETRODO FERRO 6013 2,50MM";"KG";30.50;41.265;5.000
3672;"0210";15;"XML";"XML";"CORREIA A 30";"UNID";8.56;11.520;6.000
3673;"0550";54;"XML";"XML";"MARTELO CHAPEADOR PONTA CURTA";"PC";31.10;46.650;1.000
3674;"0550";54;"XML";"XML";"MARTELO CHAPEADOR PENA ATRAVESSADA";"PC";30.43;45.645;1.000
3675;"0550";54;"XML";"XML";"ALIC PRESSAO 10' CURVO 954";"PC";24.23;36.345;1.000
3677;"9999";0;"XML";"XML";"MANGOTE RASPA                    QUALITY";"PR";37.30;75.000;3.000
3678;"0540";54;"XML";"XML";"CORTINA SOLDA LARANJA 1,22X1,78M VONDER";"PC";149.22;207.945;10.000
3680;"0126";5;"XML";"XML";"TUBO GALV. RED. 2.1/2 CH12 (2,65)";"KG";11.65;411.000;30.500
3681;"0106";15;"XML";"XML";"PARAF.MDF CAB.CH 5.0X30 CISER";"UNID";0.08;0.122;30.000
3689;"0225";15;"XML";"XML";"BROCA ACO RAP 03.00MM";"UNID";10.60;15.900;10.000
3692;"0106";15;"XML";"XML";"PARAF.MDF CAB.CH 6.0X60 CISER";"UNID";0.25;0.414;29.000
3696;"9999";56;"XML";"XML";"TABUA 2.0 X 28 PINUS C/ 3 METRO";"M2";58.00;4263.230;0.190
3706;"0147";61;"XML";"XML";"FECHO LINGUETA RETA 35MM FENDA PRET";"UNID";3.60;9.480;225.000
3708;"0550";25;"";"";"MARTELO ROMPEDOR 5KG MAKITA 220";"UNID";1806.73;1893.677;1.000
3710;"0329";53;"";"";"QUADRO DE COMANDO 100 X 80 X 35";"UNID";449.22;1263.220;1.000
3713;"9999";0;"XML";"XML";"PARAF.SEXT.AUTO-BROCANTE 14X3/4";"UNID";26.83;40.245;1.000
3714;"0112";53;"XML";"XML";"PORCA SEXT.MA 5MM ZINC CISER";"UNID";0.48;7.350;0.050
3722;"0112";628;"XML";"XML";"DOBRADICA ESTAMPADA TIPO E25 AC ZB 46MM - COMPLETA";"PC";13.50;20.840;76.000
3725;"9999";0;"XML";"XML";"ARRUELA ZINC. LISA 5/16 CISER";"UN";0.18;0.220;341.120
3748;"0316";106;"";"";"TAMPA E SOBRE TAMPA 70 X 60 CP-02";"UNID";208.04;670.000;4.000
3753;"0106";15;"XML";"XML";"PARAF.FENDA MAQ.CAB.RED.5/32X3/4";"UNID";0.07;0.104;60.000
3754;"0106";15;"XML";"XML";"PARAF.FENDA MAQ.INOX CAB.RED. 3/16X3/4 CISER";"UNID";0.20;0.521;8.000
3756;"0101";15;"XML";"XML";"CHAVE DE FENDA SIMPLES TOCO 153-1";"UNID";13.63;20.445;3.000
3757;"0409";62;"XML";"XML";"CONDUITE P/TOCHA MIG";"UNID";9.03;13.545;4.000
3758;"0550";53;"XML";"XML";"ALFABETO CHAPA VAZADA";"JG";97.16;145.740;1.000
3762;"0136";15;"XML";"XML";"ARRUELA ZINC. LISA FUNILEIRO 5/8 CISER";"UNID";0.38;0.383;102.000
3763;"0112";15;"XML";"XML";"BUCHA DE REDUCAO P/REBOLO TELESC. NORTON";"UNID";3.00;5.550;2.000
3771;"0210";2;"XML";"XML";"CORREIA MV B 123";"UNID";38.00;42.000;4.000
3777;"0132";13;"XML";"XML";"TUBO IND. RED. GALV. 2 CH-16";"KG";9.60;10.849;33.900
3786;"0419";5;"XML";"XML";"LENTE 105 X 50  INCOLOR P/MAS.";"PC";1.90;2.535;162.000
3792;"9999";0;"XML";"XML";"GRANTOOLS ELETRODO TUNG WT20 VERMELHO 2,4MM X 150M";"UN";12.00;18.000;1.000
3795;"0225";15;"XML";"XML";"BROCA ACO RAP 07.00MM";"UNID";5.09;10.440;19.000
